ampl.tab 3 1
ALL_PLACES	PLACES	DAYS	travel
HOME_NEU_START	BstnAth	3	0
HOME_NEU_START	BstnAth	4	0
HOME_NEU_START	SymphnH	1	0
HOME_NEU_START	SymphnH	2	0
HOME_NEU_START	SymphnH	3	0
HOME_NEU_START	SymphnH	4	0
HOME_NEU_START	EtDaMGH	1	0
HOME_NEU_START	EtDaMGH	2	0
HOME_NEU_START	EtDaMGH	3	0
HOME_NEU_START	EtDaMGH	4	1
HOME_NEU_START	BstnWnr	1	0
HOME_NEU_START	BstnWnr	2	0
HOME_NEU_START	BstnWnr	3	0
HOME_NEU_START	BstnWnr	4	0
HOME_NEU_START	MtrplWM	1	0
HOME_NEU_START	MtrplWM	2	0
HOME_NEU_START	MtrplWM	3	0
HOME_NEU_START	MtrplWM	4	0
HOME_NEU_START	BySttCC	1	0
HOME_NEU_START	BySttCC	2	0
HOME_NEU_START	BySttCC	3	0
HOME_NEU_START	BySttCC	4	0
HOME_NEU_START	PSRMMoMHaIaMGH	1	0
HOME_NEU_START	PSRMMoMHaIaMGH	2	0
HOME_NEU_START	PSRMMoMHaIaMGH	3	0
HOME_NEU_START	PSRMMoMHaIaMGH	4	0
HOME_NEU_START	BstnBll	1	0
HOME_NEU_START	BstnBll	2	0
HOME_NEU_START	BstnBll	3	0
HOME_NEU_START	BstnBll	4	0
HOME_NEU_START	JamcPnd	1	0
HOME_NEU_START	JamcPnd	2	0
HOME_NEU_START	JamcPnd	3	0
HOME_NEU_START	JamcPnd	4	0
HOME_NEU_START	PirsPrk	1	0
HOME_NEU_START	PirsPrk	2	1
HOME_NEU_START	PirsPrk	3	0
HOME_NEU_START	PirsPrk	4	0
HOME_NEU_START	NtnPSVC	1	0
HOME_NEU_START	NtnPSVC	2	0
HOME_NEU_START	NtnPSVC	3	0
HOME_NEU_START	NtnPSVC	4	0
HOME_NEU_START	NwBlnFS	1	0
HOME_NEU_START	NwBlnFS	2	0
HOME_NEU_START	NwBlnFS	3	0
HOME_NEU_START	NwBlnFS	4	0
HOME_NEU_START	AnaHACM	1	0
HOME_NEU_START	AnaHACM	2	0
HOME_NEU_START	AnaHACM	3	0
HOME_NEU_START	AnaHACM	4	0
HOME_NEU_START	ArlngSC	1	0
HOME_NEU_START	ArlngSC	2	0
HOME_NEU_START	ArlngSC	3	0
HOME_NEU_START	ArlngSC	4	0
HOME_NEU_START	LttBIaL	1	0
HOME_NEU_START	LttBIaL	2	0
HOME_NEU_START	LttBIaL	3	0
HOME_NEU_START	LttBIaL	4	0
HOME_NEU_START	NwEnCJH	1	1
HOME_NEU_START	NwEnCJH	2	0
HOME_NEU_START	NwEnCJH	3	0
HOME_NEU_START	NwEnCJH	4	0
HOME_NEU_START	FrtWrrn	1	0
HOME_NEU_START	FrtWrrn	2	0
HOME_NEU_START	FrtWrrn	3	0
HOME_NEU_START	FrtWrrn	4	0
HOME_NEU_START	ChrcotC	1	0
HOME_NEU_START	ChrcotC	2	0
HOME_NEU_START	ChrcotC	3	0
HOME_NEU_START	ChrcotC	4	0
HOME_NEU_START	ThmpsnI	1	0
HOME_NEU_START	ThmpsnI	2	0
HOME_NEU_START	ThmpsnI	3	0
HOME_NEU_START	ThmpsnI	4	0
HOME_NEU_START	EmrldNc	1	0
HOME_NEU_START	EmrldNc	2	0
HOME_NEU_START	EmrldNc	3	0
HOME_NEU_START	EmrldNc	4	0
HOME_NEU_START	LyrSCoB	1	0
HOME_NEU_START	LyrSCoB	2	0
HOME_NEU_START	LyrSCoB	3	0
HOME_NEU_START	LyrSCoB	4	0
HOME_NEU_START	HOME_NEU_END	1	0
HOME_NEU_START	HOME_NEU_END	2	0
HOME_NEU_START	HOME_NEU_END	3	0
HOME_NEU_START	HOME_NEU_END	4	0
FrdmTrl	HOME_NEU_START	1	0
FrdmTrl	HOME_NEU_START	2	0
FrdmTrl	HOME_NEU_START	3	0
FrdmTrl	HOME_NEU_START	4	0
FrdmTrl	FrdmTrl	1	0
FrdmTrl	FrdmTrl	2	0
FrdmTrl	FrdmTrl	3	0
FrdmTrl	FrdmTrl	4	0
FrdmTrl	FnwyPrk	1	0
FrdmTrl	FnwyPrk	2	0
FrdmTrl	FnwyPrk	3	0
FrdmTrl	FnwyPrk	4	0
FrdmTrl	MsmofFA	1	0
FrdmTrl	MsmofFA	2	0
FrdmTrl	MsmofFA	3	0
FrdmTrl	MsmofFA	4	0
FrdmTrl	BstTPSM	1	0
FrdmTrl	BstTPSM	2	0
FrdmTrl	BstTPSM	3	0
FrdmTrl	BstTPSM	4	0
FrdmTrl	NrthEnd	1	0
FrdmTrl	NrthEnd	2	0
FrdmTrl	NrthEnd	3	0
FrdmTrl	NrthEnd	4	0
FrdmTrl	JhFKPML	1	0
FrdmTrl	JhFKPML	2	0
FrdmTrl	JhFKPML	3	0
FrdmTrl	JhFKPML	4	0
FrdmTrl	BstnPbG	1	0
FrdmTrl	BstnPbG	2	0
FrdmTrl	BstnPbG	3	0
FrdmTrl	BstnPbG	4	0
FrdmTrl	SmlAdmB	1	0
FrdmTrl	SmlAdmB	2	0
FrdmTrl	SmlAdmB	3	0
FrdmTrl	SmlAdmB	4	0
FrdmTrl	IsblSGM	1	0
FrdmTrl	IsblSGM	2	0
FrdmTrl	IsblSGM	3	0
FrdmTrl	IsblSGM	4	0
FrdmTrl	BstnPbL	1	0
FrdmTrl	BstnPbL	2	0
FrdmTrl	BstnPbL	3	0
FrdmTrl	BstnPbL	4	0
FrdmTrl	USSCnst	1	0
FrdmTrl	USSCnst	2	0
FrdmTrl	USSCnst	3	0
FrdmTrl	USSCnst	4	0
FrdmTrl	BecnHll	1	0
FrdmTrl	BecnHll	2	0
FrdmTrl	BecnHll	3	0
FrdmTrl	BecnHll	4	0
FrdmTrl	BackBay	1	0
FrdmTrl	BackBay	2	0
FrdmTrl	BackBay	3	0
FrdmTrl	BackBay	4	0
FrdmTrl	OldNCHS	1	0
FrdmTrl	OldNCHS	2	0
FrdmTrl	OldNCHS	3	0
FrdmTrl	OldNCHS	4	0
FrdmTrl	HrbrWlk	1	0
FrdmTrl	HrbrWlk	2	0
FrdmTrl	HrbrWlk	3	0
FrdmTrl	HrbrWlk	4	0
FrdmTrl	NwEngHM	1	0
FrdmTrl	NwEngHM	2	0
FrdmTrl	NwEngHM	3	0
FrdmTrl	NwEngHM	4	0
FrdmTrl	ArnldAr	1	0
FrdmTrl	ArnldAr	2	0
FrdmTrl	ArnldAr	3	0
FrdmTrl	ArnldAr	4	0
FrdmTrl	ChrlsRE	1	0
FrdmTrl	ChrlsRE	2	0
FrdmTrl	ChrlsRE	3	0
FrdmTrl	ChrlsRE	4	0
FrdmTrl	BstnOpH	1	0
FrdmTrl	BstnOpH	2	0
FrdmTrl	BstnOpH	3	0
FrdmTrl	BstnOpH	4	0
FrdmTrl	Mrrt_CH	1	0
FrdmTrl	Mrrt_CH	2	0
FrdmTrl	Mrrt_CH	3	0
FrdmTrl	Mrrt_CH	4	0
FrdmTrl	RsKnndG	1	0
FrdmTrl	RsKnndG	2	0
FrdmTrl	RsKnndG	3	0
FrdmTrl	RsKnndG	4	0
FrdmTrl	ThBstnP	1	0
FrdmTrl	ThBstnP	2	0
FrdmTrl	ThBstnP	3	0
FrdmTrl	ThBstnP	4	0
FrdmTrl	Grg_sIs	1	0
FrdmTrl	Grg_sIs	2	0
FrdmTrl	Grg_sIs	3	0
FrdmTrl	Grg_sIs	4	0
FrdmTrl	CmmnwAM	1	0
FrdmTrl	CmmnwAM	2	0
FrdmTrl	CmmnwAM	3	0
FrdmTrl	CmmnwAM	4	0
FrdmTrl	ThPOoEG	1	0
FrdmTrl	ThPOoEG	2	0
FrdmTrl	ThPOoEG	3	0
FrdmTrl	ThPOoEG	4	0
FrdmTrl	EMKIftUSS	1	0
FrdmTrl	EMKIftUSS	2	0
FrdmTrl	EMKIftUSS	3	0
FrdmTrl	EMKIftUSS	4	0
FrdmTrl	DwnstCH	1	0
FrdmTrl	DwnstCH	2	0
FrdmTrl	DwnstCH	3	0
FrdmTrl	DwnstCH	4	0
FrdmTrl	FanPier	1	0
FrdmTrl	FanPier	2	0
FrdmTrl	FanPier	3	0
FrdmTrl	FanPier	4	0
FrdmTrl	BstnAth	1	0
FrdmTrl	BstnAth	2	0
FrdmTrl	BstnAth	3	0
FrdmTrl	BstnAth	4	0
FrdmTrl	SymphnH	1	0
FrdmTrl	SymphnH	2	0
FrdmTrl	SymphnH	3	0
FrdmTrl	SymphnH	4	0
FrdmTrl	EtDaMGH	1	0
FrdmTrl	EtDaMGH	2	0
FrdmTrl	EtDaMGH	3	0
FrdmTrl	EtDaMGH	4	0
FrdmTrl	BstnWnr	1	0
FrdmTrl	BstnWnr	2	0
FrdmTrl	BstnWnr	3	0
FrdmTrl	BstnWnr	4	0
FrdmTrl	MtrplWM	1	0
FrdmTrl	MtrplWM	2	0
FrdmTrl	MtrplWM	3	0
FrdmTrl	MtrplWM	4	0
FrdmTrl	BySttCC	1	0
FrdmTrl	BySttCC	2	0
FrdmTrl	BySttCC	3	0
FrdmTrl	BySttCC	4	0
FrdmTrl	PSRMMoMHaIaMGH	1	0
FrdmTrl	PSRMMoMHaIaMGH	2	0
FrdmTrl	PSRMMoMHaIaMGH	3	0
FrdmTrl	PSRMMoMHaIaMGH	4	0
FrdmTrl	BstnBll	1	0
FrdmTrl	BstnBll	2	0
FrdmTrl	BstnBll	3	0
FrdmTrl	BstnBll	4	0
FrdmTrl	JamcPnd	1	0
FrdmTrl	JamcPnd	2	0
FrdmTrl	JamcPnd	3	0
FrdmTrl	JamcPnd	4	0
FrdmTrl	PirsPrk	1	0
FrdmTrl	PirsPrk	2	0
FrdmTrl	PirsPrk	3	0
FrdmTrl	PirsPrk	4	0
FrdmTrl	NtnPSVC	1	0
FrdmTrl	NtnPSVC	2	0
FrdmTrl	NtnPSVC	3	0
FrdmTrl	NtnPSVC	4	0
FrdmTrl	NwBlnFS	1	0
FrdmTrl	NwBlnFS	2	0
FrdmTrl	NwBlnFS	3	0
FrdmTrl	NwBlnFS	4	0
FrdmTrl	AnaHACM	1	0
FrdmTrl	AnaHACM	2	0
FrdmTrl	AnaHACM	3	0
FrdmTrl	AnaHACM	4	0
FrdmTrl	ArlngSC	1	0
FrdmTrl	ArlngSC	2	0
FrdmTrl	ArlngSC	3	0
FrdmTrl	ArlngSC	4	0
FrdmTrl	LttBIaL	1	0
FrdmTrl	LttBIaL	2	0
FrdmTrl	LttBIaL	3	0
FrdmTrl	LttBIaL	4	0
FrdmTrl	NwEnCJH	1	0
FrdmTrl	NwEnCJH	2	0
FrdmTrl	NwEnCJH	3	0
FrdmTrl	NwEnCJH	4	0
FrdmTrl	FrtWrrn	1	0
FrdmTrl	FrtWrrn	2	0
FrdmTrl	FrtWrrn	3	0
FrdmTrl	FrtWrrn	4	0
FrdmTrl	ChrcotC	1	0
FrdmTrl	ChrcotC	2	0
FrdmTrl	ChrcotC	3	0
FrdmTrl	ChrcotC	4	0
FrdmTrl	ThmpsnI	1	0
FrdmTrl	ThmpsnI	2	0
FrdmTrl	ThmpsnI	3	0
FrdmTrl	ThmpsnI	4	0
FrdmTrl	EmrldNc	1	0
FrdmTrl	EmrldNc	2	0
FrdmTrl	EmrldNc	3	0
FrdmTrl	EmrldNc	4	0
FrdmTrl	LyrSCoB	1	0
FrdmTrl	LyrSCoB	2	0
FrdmTrl	LyrSCoB	3	0
FrdmTrl	LyrSCoB	4	0
FrdmTrl	HOME_NEU_END	1	0
FrdmTrl	HOME_NEU_END	2	0
FrdmTrl	HOME_NEU_END	3	1
FrdmTrl	HOME_NEU_END	4	0
FnwyPrk	HOME_NEU_START	1	0
FnwyPrk	HOME_NEU_START	2	0
FnwyPrk	HOME_NEU_START	3	0
FnwyPrk	HOME_NEU_START	4	0
FnwyPrk	FrdmTrl	1	0
FnwyPrk	FrdmTrl	2	0
FnwyPrk	FrdmTrl	3	0
FnwyPrk	FrdmTrl	4	0
FnwyPrk	FnwyPrk	1	0
FnwyPrk	FnwyPrk	2	0
FnwyPrk	FnwyPrk	3	0
FnwyPrk	FnwyPrk	4	0
FnwyPrk	MsmofFA	1	0
FnwyPrk	MsmofFA	2	0
FnwyPrk	MsmofFA	3	0
FnwyPrk	MsmofFA	4	0
FnwyPrk	BstTPSM	1	0
FnwyPrk	BstTPSM	2	0
FnwyPrk	BstTPSM	3	0
FnwyPrk	BstTPSM	4	0
FnwyPrk	NrthEnd	1	0
FnwyPrk	NrthEnd	2	0
FnwyPrk	NrthEnd	3	0
FnwyPrk	NrthEnd	4	0
FnwyPrk	JhFKPML	1	0
FnwyPrk	JhFKPML	2	0
FnwyPrk	JhFKPML	3	0
FnwyPrk	JhFKPML	4	0
FnwyPrk	BstnPbG	1	0
FnwyPrk	BstnPbG	2	0
FnwyPrk	BstnPbG	3	0
FnwyPrk	BstnPbG	4	0
FnwyPrk	SmlAdmB	1	0
FnwyPrk	SmlAdmB	2	0
FnwyPrk	SmlAdmB	3	0
FnwyPrk	SmlAdmB	4	0
FnwyPrk	IsblSGM	1	0
FnwyPrk	IsblSGM	2	0
FnwyPrk	IsblSGM	3	0
FnwyPrk	IsblSGM	4	0
FnwyPrk	BstnPbL	1	0
FnwyPrk	BstnPbL	2	0
FnwyPrk	BstnPbL	3	0
FnwyPrk	BstnPbL	4	0
FnwyPrk	USSCnst	1	0
FnwyPrk	USSCnst	2	0
FnwyPrk	USSCnst	3	0
FnwyPrk	USSCnst	4	0
FnwyPrk	BecnHll	1	0
FnwyPrk	BecnHll	2	0
FnwyPrk	BecnHll	3	0
FnwyPrk	BecnHll	4	0
FnwyPrk	BackBay	1	0
FnwyPrk	BackBay	2	0
FnwyPrk	BackBay	3	0
FnwyPrk	BackBay	4	0
FnwyPrk	OldNCHS	1	0
FnwyPrk	OldNCHS	2	0
FnwyPrk	OldNCHS	3	0
FnwyPrk	OldNCHS	4	0
FnwyPrk	HrbrWlk	1	0
FnwyPrk	HrbrWlk	2	0
FnwyPrk	HrbrWlk	3	0
FnwyPrk	HrbrWlk	4	0
FnwyPrk	NwEngHM	1	0
FnwyPrk	NwEngHM	2	0
FnwyPrk	NwEngHM	3	0
FnwyPrk	NwEngHM	4	0
FnwyPrk	ArnldAr	1	0
FnwyPrk	ArnldAr	2	0
FnwyPrk	ArnldAr	3	0
FnwyPrk	ArnldAr	4	0
FnwyPrk	ChrlsRE	1	0
FnwyPrk	ChrlsRE	2	0
FnwyPrk	ChrlsRE	3	0
FnwyPrk	ChrlsRE	4	0
FnwyPrk	BstnOpH	1	0
FnwyPrk	BstnOpH	2	0
FnwyPrk	BstnOpH	3	0
FnwyPrk	BstnOpH	4	0
FnwyPrk	Mrrt_CH	1	0
FnwyPrk	Mrrt_CH	2	0
FnwyPrk	Mrrt_CH	3	0
FnwyPrk	Mrrt_CH	4	0
FnwyPrk	RsKnndG	1	0
FnwyPrk	RsKnndG	2	0
FnwyPrk	RsKnndG	3	0
FnwyPrk	RsKnndG	4	0
FnwyPrk	ThBstnP	1	0
FnwyPrk	ThBstnP	2	0
FnwyPrk	ThBstnP	3	0
FnwyPrk	ThBstnP	4	0
FnwyPrk	Grg_sIs	1	0
FnwyPrk	Grg_sIs	2	0
FnwyPrk	Grg_sIs	3	0
FnwyPrk	Grg_sIs	4	0
FnwyPrk	CmmnwAM	1	0
FnwyPrk	CmmnwAM	2	0
FnwyPrk	CmmnwAM	3	0
FnwyPrk	CmmnwAM	4	0
FnwyPrk	ThPOoEG	1	0
FnwyPrk	ThPOoEG	2	0
FnwyPrk	ThPOoEG	3	0
FnwyPrk	ThPOoEG	4	0
FnwyPrk	EMKIftUSS	1	0
FnwyPrk	EMKIftUSS	2	0
FnwyPrk	EMKIftUSS	3	0
FnwyPrk	EMKIftUSS	4	0
FnwyPrk	DwnstCH	1	0
FnwyPrk	DwnstCH	2	0
FnwyPrk	DwnstCH	3	0
FnwyPrk	DwnstCH	4	0
FnwyPrk	FanPier	1	0
FnwyPrk	FanPier	2	0
FnwyPrk	FanPier	3	0
FnwyPrk	FanPier	4	0
FnwyPrk	BstnAth	1	0
FnwyPrk	BstnAth	2	0
FnwyPrk	BstnAth	3	0
FnwyPrk	BstnAth	4	0
FnwyPrk	SymphnH	1	0
FnwyPrk	SymphnH	2	0
FnwyPrk	SymphnH	3	0
FnwyPrk	SymphnH	4	0
FnwyPrk	EtDaMGH	1	0
FnwyPrk	EtDaMGH	2	0
FnwyPrk	EtDaMGH	3	0
FnwyPrk	EtDaMGH	4	0
FnwyPrk	BstnWnr	1	0
FnwyPrk	BstnWnr	2	0
FnwyPrk	BstnWnr	3	0
FnwyPrk	BstnWnr	4	0
FnwyPrk	MtrplWM	1	0
FnwyPrk	MtrplWM	2	0
FnwyPrk	MtrplWM	3	0
FnwyPrk	MtrplWM	4	0
FnwyPrk	BySttCC	1	0
FnwyPrk	BySttCC	2	0
FnwyPrk	BySttCC	3	0
FnwyPrk	BySttCC	4	0
FnwyPrk	PSRMMoMHaIaMGH	1	0
FnwyPrk	PSRMMoMHaIaMGH	2	0
FnwyPrk	PSRMMoMHaIaMGH	3	0
FnwyPrk	PSRMMoMHaIaMGH	4	0
FnwyPrk	BstnBll	1	0
FnwyPrk	BstnBll	2	0
FnwyPrk	BstnBll	3	0
FnwyPrk	BstnBll	4	0
FnwyPrk	JamcPnd	1	0
FnwyPrk	JamcPnd	2	0
FnwyPrk	JamcPnd	3	0
FnwyPrk	JamcPnd	4	0
FnwyPrk	PirsPrk	1	0
FnwyPrk	PirsPrk	2	0
FnwyPrk	PirsPrk	3	0
FnwyPrk	PirsPrk	4	0
FnwyPrk	NtnPSVC	1	0
FnwyPrk	NtnPSVC	2	0
FnwyPrk	NtnPSVC	3	0
FnwyPrk	NtnPSVC	4	0
FnwyPrk	NwBlnFS	1	0
FnwyPrk	NwBlnFS	2	0
FnwyPrk	NwBlnFS	3	0
FnwyPrk	NwBlnFS	4	0
FnwyPrk	AnaHACM	1	0
FnwyPrk	AnaHACM	2	0
FnwyPrk	AnaHACM	3	0
FnwyPrk	AnaHACM	4	0
FnwyPrk	ArlngSC	1	0
FnwyPrk	ArlngSC	2	0
FnwyPrk	ArlngSC	3	0
FnwyPrk	ArlngSC	4	0
FnwyPrk	LttBIaL	1	0
FnwyPrk	LttBIaL	2	0
FnwyPrk	LttBIaL	3	0
FnwyPrk	LttBIaL	4	0
FnwyPrk	NwEnCJH	1	0
FnwyPrk	NwEnCJH	2	0
FnwyPrk	NwEnCJH	3	0
FnwyPrk	NwEnCJH	4	0
FnwyPrk	FrtWrrn	1	0
FnwyPrk	FrtWrrn	2	0
FnwyPrk	FrtWrrn	3	0
FnwyPrk	FrtWrrn	4	0
FnwyPrk	ChrcotC	1	0
FnwyPrk	ChrcotC	2	0
FnwyPrk	ChrcotC	3	0
FnwyPrk	ChrcotC	4	0
FnwyPrk	ThmpsnI	1	0
FnwyPrk	ThmpsnI	2	0
FnwyPrk	ThmpsnI	3	0
FnwyPrk	ThmpsnI	4	0
FnwyPrk	EmrldNc	1	0
FnwyPrk	EmrldNc	2	0
FnwyPrk	EmrldNc	3	0
FnwyPrk	EmrldNc	4	0
FnwyPrk	LyrSCoB	1	0
FnwyPrk	LyrSCoB	2	0
FnwyPrk	LyrSCoB	3	0
FnwyPrk	LyrSCoB	4	0
FnwyPrk	HOME_NEU_END	1	0
FnwyPrk	HOME_NEU_END	2	0
FnwyPrk	HOME_NEU_END	3	0
FnwyPrk	HOME_NEU_END	4	0
MsmofFA	HOME_NEU_START	1	0
MsmofFA	HOME_NEU_START	2	0
MsmofFA	HOME_NEU_START	3	0
MsmofFA	HOME_NEU_START	4	0
MsmofFA	FrdmTrl	1	0
MsmofFA	FrdmTrl	2	0
MsmofFA	FrdmTrl	3	0
MsmofFA	FrdmTrl	4	0
MsmofFA	FnwyPrk	1	0
MsmofFA	FnwyPrk	2	0
MsmofFA	FnwyPrk	3	0
MsmofFA	FnwyPrk	4	0
MsmofFA	MsmofFA	1	0
MsmofFA	MsmofFA	2	0
MsmofFA	MsmofFA	3	0
MsmofFA	MsmofFA	4	0
MsmofFA	BstTPSM	1	0
MsmofFA	BstTPSM	2	0
MsmofFA	BstTPSM	3	0
MsmofFA	BstTPSM	4	0
MsmofFA	NrthEnd	1	0
MsmofFA	NrthEnd	2	0
MsmofFA	NrthEnd	3	0
MsmofFA	NrthEnd	4	0
MsmofFA	JhFKPML	1	0
MsmofFA	JhFKPML	2	0
MsmofFA	JhFKPML	3	0
MsmofFA	JhFKPML	4	0
MsmofFA	BstnPbG	1	0
MsmofFA	BstnPbG	2	0
MsmofFA	BstnPbG	3	0
MsmofFA	BstnPbG	4	0
MsmofFA	SmlAdmB	1	0
MsmofFA	SmlAdmB	2	0
MsmofFA	SmlAdmB	3	0
MsmofFA	SmlAdmB	4	0
MsmofFA	IsblSGM	1	0
MsmofFA	IsblSGM	2	0
MsmofFA	IsblSGM	3	0
MsmofFA	IsblSGM	4	0
MsmofFA	BstnPbL	1	0
MsmofFA	BstnPbL	2	0
MsmofFA	BstnPbL	3	0
MsmofFA	BstnPbL	4	0
MsmofFA	USSCnst	1	0
MsmofFA	USSCnst	2	0
MsmofFA	USSCnst	3	0
MsmofFA	USSCnst	4	0
MsmofFA	BecnHll	1	0
MsmofFA	BecnHll	2	0
MsmofFA	BecnHll	3	0
MsmofFA	BecnHll	4	0
MsmofFA	BackBay	1	0
MsmofFA	BackBay	2	0
MsmofFA	BackBay	3	0
MsmofFA	BackBay	4	0
MsmofFA	OldNCHS	1	0
MsmofFA	OldNCHS	2	0
MsmofFA	OldNCHS	3	0
MsmofFA	OldNCHS	4	0
MsmofFA	HrbrWlk	1	0
MsmofFA	HrbrWlk	2	0
MsmofFA	HrbrWlk	3	0
MsmofFA	HrbrWlk	4	0
MsmofFA	NwEngHM	1	0
MsmofFA	NwEngHM	2	0
MsmofFA	NwEngHM	3	0
MsmofFA	NwEngHM	4	0
MsmofFA	ArnldAr	1	0
MsmofFA	ArnldAr	2	0
MsmofFA	ArnldAr	3	0
MsmofFA	ArnldAr	4	0
MsmofFA	ChrlsRE	1	0
MsmofFA	ChrlsRE	2	0
MsmofFA	ChrlsRE	3	0
MsmofFA	ChrlsRE	4	0
MsmofFA	BstnOpH	1	0
MsmofFA	BstnOpH	2	0
MsmofFA	BstnOpH	3	0
MsmofFA	BstnOpH	4	0
MsmofFA	Mrrt_CH	1	0
MsmofFA	Mrrt_CH	2	0
MsmofFA	Mrrt_CH	3	0
MsmofFA	Mrrt_CH	4	0
MsmofFA	RsKnndG	1	0
MsmofFA	RsKnndG	2	0
MsmofFA	RsKnndG	3	0
MsmofFA	RsKnndG	4	0
